timestamp_ms,ax,ay,az,gx,gy,gz,mx,my,mz,grav_x,grav_y,grav_z,lat,lon,alt,speed,accuracy,bearing,bearing_acc,gps_fresh
0.000000,-1.153500,-0.857200,9.592900,-0.053500,-0.196200,0.042800,-3.060000,-27.500000,20.380000,0.005000,-0.008800,9.806600,52.402867,-1.510500,110280.000000,15.670159,5.000000,267.335315,3.000000,1
100.000000,-1.860900,-0.512100,10.231300,-0.052000,-0.004300,-0.080800,-3.370000,-27.620000,20.130000,0.013200,-0.008500,9.806600,,,,,,,,0
200.000000,-1.450800,-0.714800,9.421100,0.055100,-0.073900,-0.039500,-3.190000,-26.940000,19.940000,0.006700,0.014300,9.806500,,,,,,,,0
300.000000,-0.557800,-1.045100,9.637300,-0.056100,-0.035600,-0.055000,-2.500000,-27.120000,19.810000,0.002900,0.004700,9.806600,,,,,,,,0
401.000000,-0.353100,-0.783400,10.101400,-0.084300,-0.055900,0.009700,-2.940000,-27.560000,19.440000,-0.010600,0.017100,9.806500,,,,,,,,0
500.000000,-1.896600,-0.073200,10.381000,0.033100,-0.138500,0.115300,-3.120000,-28.120000,19.500000,-0.019100,0.017600,9.806500,,,,,,,,0
600.000000,-2.312300,0.194400,10.212400,-0.034900,-0.071900,-0.055500,-3.810000,-27.620000,20.130000,-0.009400,-0.036400,9.806600,,,,,,,,0
701.000000,-2.045800,-1.306300,9.794900,0.011900,-0.005000,-0.009400,-3.870000,-27.620000,19.810000,-0.003600,-0.018000,9.806500,,,,,,,,0
800.000000,-1.193900,-2.331600,8.940000,0.056500,-0.101900,0.038500,-3.560000,-28.190000,19.060000,-0.007800,0.014100,9.806600,,,,,,,,0
901.000000,-1.353200,0.440200,10.291500,-0.064800,-0.098700,-0.048800,-3.500000,-28.370000,19.380000,0.002200,0.025000,9.806600,,,,,,,,0
1001.000000,-1.335000,-0.468700,9.671300,-0.089400,-0.036600,-0.021700,-2.940000,-27.250000,19.630000,0.008000,-0.027600,9.806600,52.402762,-1.510754,110280.000000,17.258721,5.000000,271.458318,3.000000,1
1101.000000,-1.161800,-0.185400,9.017600,-0.058600,-0.060400,0.012200,-2.870000,-27.250000,19.060000,0.009400,-0.016800,9.806500,,,,,,,,0
1201.000000,-0.404400,1.032100,8.992900,-0.001500,-0.083100,0.071300,-3.000000,-27.120000,19.250000,-0.001600,0.035100,9.806600,,,,,,,,0
1301.000000,-0.494100,0.064200,8.958200,-0.003500,-0.064500,0.011400,-3.690000,-27.620000,18.310000,-0.018900,0.034300,9.806600,,,,,,,,0
1401.000000,-0.356200,-0.118900,10.210400,-0.069200,-0.078300,0.042200,-3.620000,-28.560000,18.130000,0.002500,-0.023000,9.806500,,,,,,,,0
1501.000000,-0.318200,-1.924200,9.277100,-0.026800,-0.032800,-0.016200,-3.250000,-27.690000,18.440000,-0.001400,-0.024500,9.806600,,,,,,,,0
