timestamp_ms,ax,ay,az,gx,gy,gz,mx,my,mz,grav_x,grav_y,grav_z,lat,lon,alt,speed,accuracy,bearing,bearing_acc,gps_fresh
0.000000,0.107500,-0.242700,10.464400,-0.010700,0.006800,-0.018700,-40.750000,-26.000000,23.380000,-0.002300,0.005600,9.806600,52.381475,-1.522705,99530.000000,16.198856,5.000000,127.675218,3.000000,1
104.000000,0.157800,0.116800,11.177200,-0.013100,0.019000,-0.005800,-41.190000,-25.440000,22.810000,-0.003700,0.000600,9.806500,,,,,,,,0
200.000000,0.200400,0.265600,10.359300,0.005600,0.020600,0.002500,-40.250000,-26.000000,23.630000,0.001400,-0.004300,9.806600,,,,,,,,0
300.000000,0.129800,0.272600,10.168600,0.006900,-0.007400,-0.029500,-40.370000,-26.500000,23.560000,0.001500,-0.007100,9.806600,,,,,,,,0
400.000000,0.444400,0.401600,9.536600,-0.009200,0.003800,-0.005700,-40.810000,-26.750000,23.500000,0.002300,-0.001900,9.806600,,,,,,,,0
500.000000,0.176400,0.077800,9.725300,-0.014800,0.050600,0.014800,-40.370000,-26.370000,23.250000,-0.006300,0.007600,9.806600,,,,,,,,0
600.000000,-0.118400,0.413100,9.677300,-0.001500,0.046700,-0.006900,-40.370000,-26.940000,23.130000,-0.005600,0.005600,9.806600,,,,,,,,0
701.000000,0.470000,-0.172500,10.094500,0.000800,-0.023000,-0.046700,-40.370000,-27.120000,23.130000,0.003600,-0.003200,9.806600,,,,,,,,0
801.000000,0.283500,0.232500,10.007300,0.001000,0.020600,-0.007100,-40.560000,-27.370000,23.690000,0.005100,0.006200,9.806500,,,,,,,,0
900.000000,0.199500,0.019500,9.987800,0.004800,0.023700,-0.012400,-40.190000,-27.000000,23.810000,0.001900,0.004400,9.806600,,,,,,,,0
1000.000000,0.552500,0.350000,9.607600,0.014000,0.050400,0.006800,-41.190000,-26.440000,23.060000,0.007500,0.006100,9.806600,52.381403,-1.522482,99530.000000,15.217671,5.000000,126.437971,3.000000,1
1101.000000,0.290900,0.078500,10.185400,-0.022700,0.003800,-0.017600,-40.620000,-26.310000,22.880000,-0.005000,0.005400,9.806600,,,,,,,,0
1200.000000,0.006200,0.410200,9.906900,-0.023300,0.004700,-0.017800,-40.440000,-27.440000,22.630000,-0.006600,0.005800,9.806600,,,,,,,,0
